160153032_0_r,1722231359,1722231497,34.354991298200815,8.333333333333334,600.0,1.0,1,car,
160153033_0_r,1722231520,1722231359,53.60471127564741,8.333333333333334,600.0,1.0,1,car,
160169364_0,1722352287,1722352348,266.354842416531,12.5,600.0,1.0,1,car,
160169364_0_r,1722352348,1722352287,266.354842416531,12.5,600.0,1.0,1,car,
160169364_1,1722352348,1722352382,401.50229333647644,12.5,600.0,1.0,1,car,
160169364_1_r,1722352382,1722352348,401.50229333647644,12.5,600.0,1.0,1,car,
160171364_0,176269297,176258637,121.54002384860806,8.333333333333334,600.0,1.0,1,car,
160171364_0_r,176258637,176269297,121.54002384860806,8.333333333333334,600.0,1.0,1,car,
160171364_1,176258637,176275382,122.81586300034516,8.333333333333334,600.0,1.0,1,car,
160171364_1_r,176275382,176258637,122.81586300034516,8.333333333333334,600.0,1.0,1,car,
160171364_2,176275382,176275384,122.2406612424841,8.333333333333334,600.0,1.0,1,car,
160171364_2_r,176275384,176275382,122.2406612424841,8.333333333333334,600.0,1.0,1,car,
160171364_3,176275384,176275386,50.24367578868327,8.333333333333334,600.0,1.0,1,car,
160171364_3_r,176275386,176275384,50.24367578868327,8.333333333333334,600.0,1.0,1,car,
17003167_0,176258296,176258311,730.1555192544172,8.333333333333334,600.0,1.0,1,car,
17003167_0_r,176258311,176258296,730.1555192544172,8.333333333333334,600.0,1.0,1,car,
17003175_0,176258370,176258371,86.529928667402,8.333333333333334,600.0,1.0,1,car,
17003175_0_r,176258371,176258370,86.529928667402,8.333333333333334,600.0,1.0,1,car,
17003175_1,176258371,176258373,100.48835620742145,8.333333333333334,600.0,1.0,1,car,
17003175_1_r,176258373,176258371,100.48835620742145,8.333333333333334,600.0,1.0,1,car,
17003175_2,176258373,176258375,16.17876379244388,8.333333333333334,600.0,1.0,1,car,
17003175_2_r,176258375,176258373,16.17876379244388,8.333333333333334,600.0,1.0,1,car,
17003188_0,176258491,176258493,80.25293224233076,8.333333333333334,600.0,1.0,1,car,
17003188_0_r,176258493,176258491,80.25293224233076,8.333333333333334,600.0,1.0,1,car,
17003188_1,176258493,176258495,122.06232103290856,8.333333333333334,600.0,1.0,1,car,
17003188_10,176258510,176258513,124.43061342546959,8.333333333333334,600.0,1.0,1,car,
17003188_10_r,176258513,176258510,124.43061342546959,8.333333333333334,600.0,1.0,1,car,
17003188_1_r,176258495,176258493,122.06232103290856,8.333333333333334,600.0,1.0,1,car,
17003188_2,176258495,176258497,121.58861984705136,8.333333333333334,600.0,1.0,1,car,
17003188_2_r,176258497,176258495,121.58861984705136,8.333333333333334,600.0,1.0,1,car,
17003188_3,176258497,176258499,123.56471008654289,8.333333333333334,600.0,1.0,1,car,
17003188_3_r,176258499,176258497,123.56471008654289,8.333333333333334,600.0,1.0,1,car,
17003188_4,176258499,176258501,122.48502973713626,8.333333333333334,600.0,1.0,1,car,
17003188_4_r,176258501,176258499,122.48502973713626,8.333333333333334,600.0,1.0,1,car,
17003188_5,176258501,176258502,120.87211849615608,8.333333333333334,600.0,1.0,1,car,
17003188_5_r,176258502,176258501,120.87211849615608,8.333333333333334,600.0,1.0,1,car,
17003188_6,176258502,176258503,117.5432551369168,8.333333333333334,600.0,1.0,1,car,
17003188_6_r,176258503,176258502,117.5432551369168,8.333333333333334,600.0,1.0,1,car,
17003188_7,176258503,176258507,167.36278897040555,8.333333333333334,600.0,1.0,1,car,
17003188_7_r,176258507,176258503,167.36278897040555,8.333333333333334,600.0,1.0,1,car,
17003188_8,176258507,176258508,119.58061437548109,8.333333333333334,600.0,1.0,1,car,
17003188_8_r,176258508,176258507,119.58061437548109,8.333333333333334,600.0,1.0,1,car,
17003188_9,176258508,176258510,120.74937753823184,8.333333333333334,600.0,1.0,1,car,
17003188_9_r,176258510,176258508,120.74937753823184,8.333333333333334,600.0,1.0,1,car,
17003191_0,176258554,176258556,135.65489025182822,8.333333333333334,600.0,1.0,1,car,
17003191_0_r,176258556,176258554,135.65489025182822,8.333333333333334,600.0,1.0,1,car,
17003191_1,176258556,176258558,136.4572651421457,8.333333333333334,600.0,1.0,1,car,
17003191_1_r,176258558,176258556,136.4572651421457,8.333333333333334,600.0,1.0,1,car,
17003192_0,176258562,176258574,105.99359791574882,8.333333333333334,600.0,1.0,1,car,
17003192_0_r,176258574,176258562,105.99359791574882,8.333333333333334,600.0,1.0,1,car,
17003194_0,176258577,176258589,3948.0063221368473,12.5,600.0,1.0,1,car,
17003194_0_r,176258589,176258577,3948.0063221368473,12.5,600.0,1.0,1,car,
17003194_1,176258589,176258591,63.704404523227446,12.5,600.0,1.0,1,car,
17003194_1_r,176258591,176258589,63.704404523227446,12.5,600.0,1.0,1,car,
17003194_2,176258591,176258595,70.7512259696098,12.5,600.0,1.0,1,car,
17003194_2_r,176258595,176258591,70.7512259696098,12.5,600.0,1.0,1,car,
17003194_3,176258595,176258612,1583.819734858151,12.5,600.0,1.0,1,car,
17003194_3_r,176258612,176258595,1583.819734858151,12.5,600.0,1.0,1,car,
17003200_0,176258622,176258624,138.38985857257813,8.333333333333334,600.0,1.0,1,car,
17003200_0_r,176258624,176258622,138.38985857257813,8.333333333333334,600.0,1.0,1,car,
17003200_1,176258624,176258626,145.60875020261585,8.333333333333334,600.0,1.0,1,car,
17003200_1_r,176258626,176258624,145.60875020261585,8.333333333333334,600.0,1.0,1,car,
17003200_2,176258626,176258628,146.50325965559963,8.333333333333334,600.0,1.0,1,car,
17003200_2_r,176258628,176258626,146.50325965559963,8.333333333333334,600.0,1.0,1,car,
17003200_3,176258628,176258499,146.35175151473257,8.333333333333334,600.0,1.0,1,car,
17003200_3_r,176258499,176258628,146.35175151473257,8.333333333333334,600.0,1.0,1,car,
17003200_4,176258499,176258630,144.76044615361968,8.333333333333334,600.0,1.0,1,car,
17003200_4_r,176258630,176258499,144.76044615361968,8.333333333333334,600.0,1.0,1,car,
17003200_5,176258630,176258632,145.69042981600458,8.333333333333334,600.0,1.0,1,car,
17003200_5_r,176258632,176258630,145.69042981600458,8.333333333333334,600.0,1.0,1,car,
17003200_6,176258632,176258633,146.18314735263573,8.333333333333334,600.0,1.0,1,car,
17003200_6_r,176258633,176258632,146.18314735263573,8.333333333333334,600.0,1.0,1,car,
17003200_7,176258633,176258635,121.93446014172484,8.333333333333334,600.0,1.0,1,car,
17003200_7_r,176258635,176258633,121.93446014172484,8.333333333333334,600.0,1.0,1,car,
17003203_0,176258685,176258687,267.2227796270893,8.333333333333334,600.0,1.0,1,car,
17003203_0_r,176258687,176258685,267.2227796270893,8.333333333333334,600.0,1.0,1,car,
17003210_0,176258703,176258704,132.9357820082488,8.333333333333334,600.0,1.0,1,car,
17003210_0_r,176258704,176258703,132.9357820082488,8.333333333333334,600.0,1.0,1,car,
17003210_1,176258704,176258705,84.39657007022397,8.333333333333334,600.0,1.0,1,car,
17003210_1_r,176258705,176258704,84.39657007022397,8.333333333333334,600.0,1.0,1,car,
17003210_2,176258705,176258707,84.6552506857,8.333333333333334,600.0,1.0,1,car,
17003210_2_r,176258707,176258705,84.6552506857,8.333333333333334,600.0,1.0,1,car,
17003214_0,176258718,176258720,490.581369497405,8.333333333333334,600.0,1.0,1,car,
17003214_0_r,176258720,176258718,490.581369497405,8.333333333333334,600.0,1.0,1,car,
